N;Funding Year;Progress report;Name of Research Line;Research Lines;Lines Collaboration;Year Published;CR2 Authors;Authors;Issue;Volume;First page;Last page;Article Title;Journal;Volume Issue;Pages;CR2;NO RESEARCHERS;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;File
141.0;2016;4;Dinámica del Clima;CD;1.0;2016.0;;Parada, C., Frusher, S., Bustamante, R. H., Di Lorenzo, E., Bernal, P., Garreaud, R., … Yannicelli, B.;;25;;;South Pacific Integrated Ecosystem Studies meeting: toward conservation and sustainable use of marine resources in the South Pacific;Fisheries Oceanography;vol.25;art24;0.0;0;;;;;;;;;;;;;;;;;;;;;Fisheries Oceanography;1054-6006;FISH OCEANOGR;Oceanography;30/64;46,88%;0.0;1,794;1,995;Q2;South Pacific Integrated Ecosystem Studies meeting: toward conservation and sustainable use of marine resources in the South Pacific;10.1111/fog.12148;10.1111/fog.12148;South Pacific Integrated Ecosystem Studies meeting: toward conservation and sustainable use of marine resources in the South Pacific;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;10.1111/fog.12148;{Australia, Chile, Uruguay, United States, Peru, New Zealand};"{Departamento de Geofísica, Universidad de Concepción, Casilla 160-C, Concepción, Chile; Instituto Milenio de Oceanografía (IMO), Universidad de Concepción, Concepción, Chile; Institute for Marine and Antarctic Studies, University of Tasmania, Hobart, TAS  7001, Australia; Centre for Marine Socioecology, University of Tasmania, Hobart, TAS  7001, Australia; CSIRO Oceans and Atmosphere Research, Ecosciences Precinct, Dutton Park, Brisbane, QLD  4102, Australia; School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332, United States; Departmento de Ecologia, Fac. Cs. Biol., Pontificia Universidad Católica de Chile, Santiago, Chile; Ministry for Primary Industries, P.O. Box 2526, Wellington, New Zealand; National Institute of Water and Atmospheric Research (NIWA), Auckland, New Zealand; Geophysics Departament, Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Facultad de Oceanografía y Pesquería, Universidad Nacional Federico Villareal, Calle Roma 350, Miraflores, Lima, Peru; Tasmanian School of Business and Economics, University of Tasmania, Sandy Bay, Hobart, TAS  7001, Australia; Departamento de Oceanografía, Interdisciplinary Center for Aquaculture Research (INCAR), Universidad de Concepción, Concepción, P.O. Box 160-C, Chile; Centro COPAS Sur-Austral, University of Concepción, Concepción, Chile; Instituto Geofísico del Perú, Lima, Peru; Departamento de Evaluación de Recursos, Instituto de Fomento Pesquero, Almte. Manuel Blanco Encalada 839, Valparaíso, Chile; Centro de Estudios Avanzados en Zonas Aridas, Nucleo Milenio de Ecologia y Conservacion de Islas Oceanicas, Facultad de Ciencias del Mar, Universidad Catolica del Norte, Larrondo 1281, Coquimbo, Chile; Centro Universitario de la Region Este, Universidad de la Republica, Uruguay}";South Pacific Integrated Ecosystem Studies meeting: Toward conservation and sustainable use of marine resources in the South Pacific;TRUE;1.0;1.0;8;8.0;
142.0;2016;4;Servicios Ecosistémicos;ECO;1.0;2016.0;;Perez-Quezada, J. F., Brito, C. E., Cabezas, J., Galleguillos, M., Fuentes, J. P., Bown, H. E., & Franck, N.;24;13;;;How many measurements are needed to estimate accurate daily and annual soil respiration fluxes? Analysis using data from a temperate rainforest;Biogeosciences;vol.13 is.24;S32-S36;0.0;0;;;;;;;;;;;;;;;;;;;;;Biogeosciences;1726-4170;BIOGEOSCIENCES;Geosciences, Multidisciplinary;17/184;9,24%;1.0;3,7;4,477;Q1;How many measurements are needed to estimate accurate daily and annual soil respiration fluxes? Analysis using data from a temperate rainforest;10.5194/bg-13-6599-2016;10.5194/bg-13-6599-2016;How many measurements are needed to estimate accurate daily and annual soil respiration fluxes? Analysis using data from a temperate rainforest;;5.0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;;;10.5194/bg-13-6599-2016;{Chile};"{Department of Environmental Science and Renewable Natural Resources, University of Chile, Casilla, Santiago, 1004, Chile; Institute of Ecology and Biodiversity, Casilla, Santiago, 653, Chile; Center for Climate Resilience Research (CR2), University of Chile, Santiago, Chile; Department of Silviculture and Nature Conservation, University of Chile, Casilla, Santiago, 9206, Chile; Department of Forest Management and the Environment, University of Chile, Casilla, Santiago, 9206, Chile; Department of Agricultural Production, University of Chile, Casilla, Santiago, 1004, Chile}";How many measurements are needed to estimate accurate daily and annual soil respiration fluxes? Analysis using data from a temperate rainforest;TRUE;0.0;1.0;6;6.0;
143.0;2016;4;Modelación y Sistemas de Observación;MOS;1.0;2016.0;;Rojas, M., Arias, P. A., Flores-Aqueveque, V., Seth, A., & Vuille, M.;8;12;;;The South American monsoon variability over the last millennium in climate models;Climate of the Past;vol.12 is.8;1-4;0.0;0;;;;;;;;;;;;;;;;;;;;;Climate of the Past;1814-9324;CLIM PAST;Geosciences, Multidisciplinary;41/196;20,92%;0.0;3,47;4,009;Q1;The South American monsoon variability over the last millennium in climate models;10.5194/cp-12-1681-2016;10.5194/cp-12-1681-2016;The South American monsoon variability over the last millennium in climate models;;10.0;2;0.0;0.0;0.0;0.0;0.0;3.0;5.0;2.0;0.0;;;10.5194/cp-12-1681-2016;{United States, Colombia, Chile};"{Department of Geophysics, University of Chile, Santiago, Chile; Millennium Nucleus PaleoClimate, Santiago, Chile; Grupo de Ingeniería Gestión Ambiental (GIGA), Escuela Ambiental, Facultad de Ingeniería, Universidad de Antioquia, Medellín, Colombia; Department of Geography, University of Connecticut, Storrs, CT, United States; Department of Atmospheric and Environmental Sciences, University at Albany, State University of New York, Albany, NY, United States}";The South American monsoon variability over the last millennium in climate models;TRUE;1.0;1.0;2;2.0;
144.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Ronge, T. A., Tiedemann, R., Lamy, F., Köhler, P., Alloway, B. V., de Pol-Holz, R., … Wacker, L.;;7;;;Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool;Nature Communications;vol.7;6599-6609;0.0;0;;;;;;;;;;;;;;;;;;;;;Nature Communications;2041-1723;NAT COMMUN;Multidisciplinary Sciences;3/63;4,76%;1.0;11,329;12,001;Q1;Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool;10.1038/ncomms11487;10.1038/ncomms11487;Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool;;36.0;7,2;0.0;0.0;0.0;0.0;6.0;6.0;11.0;13.0;0.0;;;10.1038/ncomms11487;{United States, Switzerland, New Zealand, Germany, Chile};"{Alfred-Wegener-Institut Helmholtz-Zentrum für Polar-und Meeresforschung, Department for Marine Geology, PO Box 120161, Bremerhaven, 27515, Germany; School of Geography, Environment and Earth Sciences, Victoria University of Wellington, PO Box 600, Wellington, 6012, New Zealand; GAIAAnta rctica Universidad de Magellanes, Department of Paleclimatology, Oceanography, Punta Arenas, 01855, Chile; Max Planck Research Group-Marine Isotope Geochemistry, Institute for Chemistry and Biology of Marine Environment, Carl von Ossietzky University, PO Box 2503, Oldenburg, 26111, Germany; School of Physical Science, Department of Earth Science, University of California, Irvine, CA  92697-4675, United States; Laboratory of Ion Beam Physics (HPK), Eidgenössische Technische Hochschule, Schafmattstrasse 20, Zürich, 8093, Switzerland}";Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool;TRUE;1.0;1.0;1;1.0;
145.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Santoro, C. M., Capriles, J. M., Gayo, E. M., de Porras, M. E., Maldonado, A., Standen, V. G., … Marquet, P. A.;;published online;;;Continuities and discontinuities in the socio-environmental systems of the Atacama Desert during the last 13,000 years;Journal of Anthropological Archaeology;vol.published online;1681-1691;0.0;0;;;;;;;;;;;;;;;;;;;;;Journal of Anthropological Archaeology;0278-4165;J ANTHROPOL ARCHAEOL;Anthropology;24/84;28,57%;0.0;1,559;1,995;Q2;Continuities and discontinuities in the socio-environmental systems of the Atacama Desert during the last 13,000 years;10.1016/j.jaa.2016.08.006;10.1016/j.jaa.2016.08.006;Continuities and discontinuities in the socio-environmental systems of the Atacama Desert during the last 13,000 years;;20.0;5;0.0;0.0;0.0;0.0;0.0;4.0;9.0;7.0;0.0;;;10.1016/j.jaa.2016.08.006;{United States, Chile};"{Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Antofagasta 1520, Arica, Chile; Department of Anthropology, The Pennsylvania State University, University ParkPA  16802, United States; Centro de Ciencia del Clima y la Resilencia (CR)2 & Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; Centro de Estudios Avanzados de Zonas Áridas (CEAZA), Raúl Bitran 1305, La Serena, Chile; Centro de Estudios Avanzados de Zonas Áridas (CEAZA), Universidad de La Serena, Raúl Bitran 1305, La Serena, Chile; Departamento de Antropología, Universidad de Tarapacá, Cardenal Caro 348, Arica, Chile; Departamento de Ecología y Laboratorio Internacional en Cambio Global (LINCGlobal), Pontificia Universidad Católica de Chile, Alameda 340, Santiago, Chile; Instituto de Ecología y Biodiversidad (IEB), Santiago, Chile; Departamento de Antropología, Facultad de Ciencias Sociales, Universidad Alberto Hurtado, Almirante Barroso N° 10, Santiago, Chile; Departamento de Ecología, Pontificia Universidad Católica de Chile, Alameda 340, Santiago, Chile; Departamento de Antropología, Universidad de Chile, Ignacio Carrera Pinto 1045, Santiago, Chile; Departamento de Ecología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Santiago, Chile; Laboratorio Internacional en Cambio Global (LINCGlobal), Pontificia Universidad Católica de Chile, Santiago, Chile; Instituto de Ecología y Biodiversidad (IEB), Casilla 653, Santiago, Chile; The Santa Fe Institute, Santa Fe, NM  87501, United States}";Continuities and discontinuities in the socio-environmental systems of the Atacama Desert during the last 13,000 years;TRUE;1.0;1.0;13;13.0;
146.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Schefuß, E., Eglinton, T. I., Spencer-Jones, C. L., Rullkötter, J., de Pol-Holz, R., Talbot, H. M., … Schneider, R. R.;9;9;;;Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin;Nature Geoscience;vol.9 is.9;art11487;0.0;0;;;;;;;;;;;;;;;;;;;;;Nature Geoscience;1752-0894;NAT GEOSCI;Geosciences, Multidisciplinary;1/184;0,54%;1.0;12,508;13,775;Q1;Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin;10.1038/ngeo2778;10.1038/NGEO2778;Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin;;23.0;4,6;0.0;0.0;0.0;0.0;0.0;6.0;11.0;6.0;0.0;;;10.1038/ngeo2778;{United States, Switzerland, Germany, United Kingdom, Chile};"{MARUM, Center for Marine Environmental Sciences, University of Bremen, Bremen, 28359, Germany; Department of Marine Chemistry and Geochemistry, Woods Hole Oceanographic Institution, Woods Hole, MA  02543, United States; Department of Geological Sciences, ETH Zürich, Zurich, 8092, Switzerland; School of Civil Engineering and Geosciences, Newcastle University, Newcastle-upon-Tyne, NE1 7RU, United Kingdom; Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University of Oldenburg, Oldenburg, 26111, Germany; GAIA-Antártica, Center for Climate and Resilience Research (CR)2, Universidad de Magallanes, Punta Arenas, 6210427, Chile; Institute for Geosciences, Christian-Albrechts-University Kiel, Kiel, 24118, Germany; Department of Geography, University of Durham, Durham, DH1 3LE, United Kingdom; Institute for Ecosystem Research, Christian-Albrechts-University Kiel, Kiel, 24118, Germany}";Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin;TRUE;1.0;1.0;1;1.0;
147.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Shaffer, G., Huber, M., Rondanelli, R., & Pepke Pedersen, J. O.;12;43;;;Deep time evidence for climate sensitivity increase with warming;Geophysical Research Letters;vol.43 is.12;1-12;0.0;0;;;;;;;;;;;;;;;;;;;;;Geophysical Research Letters;0094-8276;GEOPHYS RES LETT;Geosciences, Multidisciplinary;13/184;7,07%;1.0;4,212;4,52;Q1;Deep time evidence for climate sensitivity increase with warming;10.1002/2016GL069243;10.1002/2016GL069243;Deep time evidence for climate sensitivity increase with warming;;7.0;1,4;0.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0;;;10.1002/2016GL069243;{United States, Denmark, Chile};"{GAIA-Antarctica, Universidad de Magallanes, Punta Arenas, Chile; Niels Bohr Institute, University of Copenhagen, Copenhagen, Denmark; Earth, Atmospheric and Planetary Sciences, Purdue University, West Lafayette, IN, United States; Institute for the Study of Earth, Oceans, and Space, University of New Hampshire, Durham, NH, United States; Department of Geophysics, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, University of Chile, Santiago, Chile; National Space Institute, Technical University of Denmark, Kongens Lyngby, Denmark}";Deep time evidence for climate sensitivity increase with warming;TRUE;1.0;1.0;3;3.0;
148.0;2016;4;"Biogeoquímica;Dinámica del Clima";BGQ, CD;2.0;2016.0;;Stern, C. R., Moreno, P. I., Henríquez, W. I., Villa-Martínez, R., Sagredo, E., Aravena, J. C., & de Pol-Holz, R.;1;43;;;Holocene tephrochronology around Cochrane (∼ 47 S), southern Chile;Andean Geology;vol.43 is.1;687-690;0.0;0;;;;;;;;;;;;;;;;;;;;;Andean Geology;0718-7106;ANDEAN GEOL;Geology;10/47;21,28%;0.0;2,176;1,916;Q1;Holocene tephrochronology around Cochrane (∼ 47 S), southern Chile;10.5027/andgeoV43n1-a01;10.5027/andgeoV43n1-a01;Holocene tephrochronology around Cochrane (similar to 47 degrees S), southern Chile;;16.0;3,2;0.0;0.0;0.0;0.0;2.0;5.0;4.0;5.0;0.0;;;10.5027/andgeoV43n1-a01;{United States, Chile};"{Department of Geological Sciences, University of Colorado, Boulder, CO  80309-0399, United States; Instituto de Ecología y Biodiversidad, Departamento de Ciencias Ecológicas, Universidad de Chile, Casilla 653, Santiago, Chile; GAIA-Antártica, Universidad de Magallanes, Avda. Bulnes 01855, Punta Arenas, Chile; Instituto de Geografía, Facultad de Historia, Geografía y Ciencia Política, Pontificia Universidad Católica de Chile, Avda. Vicuña Mackenna 4860, Santiago, Chile}";Holocene tephrochronology around cochrane (~47° S), Southern Chile [Tefrocronología holocénica cerca de Cochrane (~47° S), Chile Austral];TRUE;1.0;1.0;3;3.0;
149.0;2016;4;Modelación y Sistemas de Observación;MOS;1.0;2016.0;;Van den Hoof, C., & Lambert, F.;10;121;;;Mitigation of Drought Negative Effect on Ecosystem Productivity by Vegetation Mixing;Journal of Geophysical Research: Biogeosciences;vol.121 is.10;6538-6545;0.0;0;;;;;;;;;;;;;;;;;;;;;Journal of Geophysical Research: Biogeosciences;0148-0227;J GEOPHYS RES;Geosciences, Multidisciplinary;27/184;14,67%;0.0;3,318;3,651;Q1;Mitigation of Drought Negative Effect on Ecosystem Productivity by Vegetation Mixing;10.1002/2016JG003625;10.1002/2016JG003625;Mitigation of drought negative effect on ecosystem productivity by vegetation mixing;;3.0;0,6;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;;;10.1002/2016JG003625;{Chile, South Africa};"{Global Change and Sustainability Research Institute, University of the Witwatersrand, Johannesburg, South Africa; Center for Climate and Resilience Research, Santiago, Chile; Department of Physical Geography, Pontifical Catholic University of Chile, Santiago, Chile}";Mitigation of drought negative effect on ecosystem productivity by vegetation mixing;TRUE;1.0;1.0;2;2.0;
150.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Verdugo, J., Damm, E., Snoeijs, P., Díez, B., & Farías, L.;;117;;;Climate relevant trace gases (N2O and CH4) in the Eurasian Basin (Arctic Ocean);Deep Sea Research Part I: Oceanographic Research Papers;vol.117;1-19;0.0;0;;;;;;;;;;;;;;;;;;;;;Deep Sea Research Part I: Oceanographic Research Papers;0967-0637;DEEP-SEA RES PT I;Oceanography;12/61;19,67%;0.0;2,684;2,987;Q1;Climate relevant trace gases (N2O and CH4) in the Eurasian Basin (Arctic Ocean);10.1016/j.dsr.2016.08.016;10.1016/j.dsr.2016.08.016;Climate relevant trace gases (N2O and CH4) in the Eurasian Basin (Arctic Ocean);;4.0;0,8;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;;;10.1016/j.dsr.2016.08.016;{Sweden, Germany, Chile};"{Graduate Program in Oceanography, Department of Oceanography, University of Concepcion, Concepcion, Chile; Alfred-Wegener-Institute Helmholtz-Centre for Polar and Marine Reasearch, Bremerhaven, Germany; Department of Ecology, Environment and Plant Sciences, Stockholm University, Svante Arrhenius väg 21A SE-10691, STOCKHOLM, Sweden; Department of Molecular Genetics and Microbiology. Pontifical Catholic University of Chile and Center for Climate Change and Resilience Research (CR)2, Santiago, Chile; Laboratory of Oceanographic and Climate Processes (PROFC), Department of Oceanography, University of Concepcion, Center for Climate Change and Resilience Research (CR)2, Concepcion, Chile}";Climate relevant trace gases (N2O and CH4) in the Eurasian Basin (Arctic Ocean);TRUE;1.0;1.0;4;3.0;
151.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Yevenes, M. A., Arumí, J. L., & Farías, L.;5;188;;;Unravel biophysical factors on river water quality response in Chilean Central-Southern watersheds;Environmental Monitoring and Assessment;vol.188 is.5;2667-2683;0.0;0;;;;;;;;;;;;;;;;;;;;;Environmental Monitoring and Assessment;0167-6369;ENVIRON MONIT ASSESS;Environmental Sciences;135/241;56,02%;0.0;1,804;2,02;Q3;Unravel biophysical factors on river water quality response in Chilean Central-Southern watersheds;10.1007/s10661-016-5235-1;10.1007/s10661-016-5235-1;Unravel biophysical factors on river water quality response in Chilean Central-Southern watersheds;;4.0;0,8;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;;;10.1007/s10661-016-5235-1;{Chile};"{Laboratorio de Procesos Oceanográficos y Clima (PROFC), Departamento de Oceanografía, Universidad de Concepción, Barrio Universitario s/n, Concepción, Chile; Departamento de Oceanografía, Centro de Ciencia del Clima y la Resiliencia (CR)2, Universidad de Concepción, Cabina 7 Barrio Universitario s/n, Concepción, Chile; Departamento de Recursos Hídricos, Facultad de Ingeniería Agrícola, Universidad de Concepción, Centro CRHIAM. Calle Vicente Mendez, n°595, Chillán, Chile}";Unravel biophysical factors on river water quality response in Chilean Central-Southern watersheds;TRUE;0.0;1.0;3;3.0;
152.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Yevenes, M. A., Bello, E., Sanhueza-Guevara, S., & Farías, L.;;published online;;;Spatial Distribution of Nitrous Oxide (N2O) in the Reloncaví Estuary–Sound and Adjacent Sea (41°–43° S), Chilean Patagonia;Estuaries and Coasts;vol.published online;84-94;0.0;0;;;;;;;;;;;;;;;;;;;;;Estuaries and Coasts;1559-2723;ESTUAR COAST;Marine & Freshwater Biology;14/104;13,46%;0.0;2,659;2,94;Q1;Spatial Distribution of Nitrous Oxide (N2O) in the Reloncaví Estuary–Sound and Adjacent Sea (41°–43° S), Chilean Patagonia;10.1007/s12237-016-0184-z;10.1007/s12237-016-0184-z;Spatial Distribution of Nitrous Oxide (N2O) in the Reloncavi Estuary-Sound and Adjacent Sea (41A degrees-43A degrees S), Chilean Patagonia;;5.0;1,25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;;;10.1007/s12237-016-0184-z;{Chile};"{Laboratorio de Biogeoquímica Isotópica, Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; Centro de Ciencia del Clima y la Resiliencia (CR)2, Casilla 160-C, Concepción, Chile; Universidad de Concepción, Barrio Universitario s/n, Cabina 7, Concepción, Chile}";Spatial Distribution of Nitrous Oxide (N2O) in the Reloncaví Estuary–Sound and Adjacent Sea (41°–43° S), Chilean Patagonia;TRUE;0.0;1.0;3;3.0;
153.0;2016;4;Biogeoquímica;BGQ;1.0;2016.0;;Yevenes, M. A., Soetaert, K., & Mannaerts, C. M.;9;8;;;Tracing Nitrate-Nitrogen Sources and Modifications in a Stream Impacted by Various Land Uses, South Portugal;Water;vol.8 is.9;264-281;0.0;0;;;;;;;;;;;;;;;;;;;;;Water;2073-4441;WATER-SUI;Water Resources;34/90;37,78%;0.0;2,069;2,25;Q2;Tracing Nitrate-Nitrogen Sources and Modifications in a Stream Impacted by Various Land Uses, South Portugal;10.3390/w8090385;10.3390/w8090385;Tracing Nitrate-Nitrogen Sources and Modifications in a Stream Impacted by Various Land Uses, South Portugal;;5.0;1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;;;10.3390/w8090385;{Netherlands, Chile};"{Faculty of Geo-Information and Observation Science, University of Twente, P.O. Box 217, Enschede, 7500 AE, Netherlands; Department of Oceanography, Center for Climate and Resilience Research, Universidad de Concepción, Casilla 160-C, Concepción, Chile; Department of Ecosystem Studies, Netherlands Institute of Sea Research, Postbus 140, Yerseke, 4400 AC, Netherlands}";Tracing nitrate-nitrogen sources and modifications in a stream impacted by various land uses, south Portugal;TRUE;1.0;1.0;2;1.0;
154.0;2016;4;Servicios Ecosistémicos;ECO;1.0;2016.0;;Zhao, Y., Feng, D., Yu, L., Wang, X., Chen, Y., Galleguillos, M., … Gong, P.;;183;;;Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data;Remote Sensing of Environment;vol.183;1-15;0.0;0;;;;;;;;;;;;;;;;;;;;;Remote Sensing of Environment;0034-4257;REMOTE SENS ENVIRON;Remote Sensing;1/28;3,57%;1.0;5,881;7,388;Q1;Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data;10.1016/j.rse.2016.05.016;10.1016/j.rse.2016.05.016;Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data;;50.0;10;0.0;0.0;0.0;0.0;3.0;7.0;17.0;22.0;1.0;;;10.1016/j.rse.2016.05.016;{United States, China, Chile};"{Ministry of Education Key Laboratory for Earth System Modelling, Centre for Earth System Science, Tsinghua University, Beijing, 100084, China; State Key Laboratory of Remote Sensing Science, Jointly Sponsored by Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, and Beijing Normal University, Beijing, 100101, China; Department of Environmental Science Policy and Management, UC Berkeley, Berkeley, CA  94720, United States; Geomatics and Landscape Ecology Lab, Forestry and Nature Conservation Faculty, University of Chile, Santiago, Chile; Department of Environmental Sciences, Faculty of Agronomic Sciences, University of Chile, Santiago, Chile; Wildlife Ecology Lab, Forestry and Nature Conservation Faculty, University of Chile, Santiago, Chile; Department of Landscape Architecture and Environmental Planning, UC Berkeley, Berkeley, CA  94720, United States; Center for Climate and Resilience Research (CR)2, University of Chile, Santiago, Chile}";Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data;TRUE;1.0;1.0;4;4.0;
155.0;2017;5;"Dinámica del Clima;Servicios Ecosistémicos;Modelación y Sistemas de Observación";CD, ECO, MOS;3.0;2017.0;;Aguilera-Betti, I., Muñoz, A. A., Stahle, D., Figueroa, G., Christie, D.A., González, M., … Fernandez, A. ;1;73;;;The First Millennium-Age Araucaria Araucana in Patagonia;Tree-Ring Research;vol.73 is.1;art385;3.0;0;3;;;;;;;;;20;;;20;;;;;;60;Proyectos Internos Pontificia Universidad Católica de Valparaíso (039.353/2016 and 039.329/2016);Tree-Ring Research;1536-1098;TREE-RING RES;Forestry;5/66;7,58%;1.0;2,565;2,22;Q1;The First Millennium-Age Araucaria Araucana in Patagonia;10.3959/1536-1098-73.1.53;10.3959/1536-1098-73.1.53;SCIENTIFIC ADVISORY THE FIRST MILLENNIUM-AGE ARAUCARIA ARAUCANA IN PATAGONIA;;4.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;;;10.3959/1536-1098-73.1.53;{United States, Canada, Chile};"{Laboratorio de Dendrocronología y Estudios Ambientales, Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Department of Earth Sciences, Montana State University, Bozeman, MT, United States; Universidad Andrés Bello, Viña del Mar, Chile; Departamento de Geología, Universidad de Chile, Santiago, Chile; Instituto de Ciencias de la Tierra, Universidad Austral de Chile, Valdivia, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Laboratory of Tree-Ring Research, University of Arizona, Tucson, AZ, United States; Prairie Adaptation Research Collaborative, University of Regina, Regina, Canada; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Paisaje Antofagasta LTDA, Antofagasta, Chile; Departamento de Geografía, Universidad de Concepción, Concepción, Chile}";The First Millennium-Age Araucaria Araucana in Patagonia;TRUE;1.0;1.0;8;8.0;
156.0;2017;5;Modelación y Sistemas de Observación;MOS;1.0;2017.0;;Aguirre, C., Rutllant, J., & Falvey, M.;;In press;;;Wind waves climatology of the Southeast Pacific Ocean;International Journal of Climatology;vol.In press;170-185;1.0;0;1;;;;;;;;;;;;;;;;;;;;International Journal of Climatology;0899-8418;INT J CLIMATOL;Meteorology & Atmospheric Sciences;14/84;16,67%;0.0;3,609;3,922;Q1;Wind waves climatology of the Southeast Pacific Ocean;10.1002/joc.5084;10.1002/joc.5084;Wind waves climatology of the Southeast Pacific Ocean;;4.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;;;10.1002/joc.5084;{Chile};"{School of Ocean Engineering, Faculty of Engineering, Universidad de Valparaíso, Valparaíso, Chile; Department of Geophysics, Faculty of Physical and Mathematical Sciences, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Center for Advanced Studies in Arid Zones, La Serena, Chile}";Wind waves climatology of the Southeast Pacific Ocean;TRUE;0.0;1.0;4;4.0;
